rank	selection_reason	char	display_sample	codepoint	name	category	script	block	age	emoji	requires_base	standalone_safe	windows_font_covered	shape_hints
1196	区块与文字系统多样性	𝈹	𝈹	U+1D239	GREEK INSTRUMENTAL NOTATION SYMBOL-45	So	Greek	Ancient Greek Musical Notation	4.1	false	false	true	true	
1197	区块与文字系统多样性	𝈺	𝈺	U+1D23A	GREEK INSTRUMENTAL NOTATION SYMBOL-47	So	Greek	Ancient Greek Musical Notation	4.1	false	false	true	true	
1198	区块与文字系统多样性	𝈻	𝈻	U+1D23B	GREEK INSTRUMENTAL NOTATION SYMBOL-48	So	Greek	Ancient Greek Musical Notation	4.1	false	false	true	true	
1199	区块与文字系统多样性	𝈼	𝈼	U+1D23C	GREEK INSTRUMENTAL NOTATION SYMBOL-49	So	Greek	Ancient Greek Musical Notation	4.1	false	false	true	true	
1200	区块与文字系统多样性	𝈽	𝈽	U+1D23D	GREEK INSTRUMENTAL NOTATION SYMBOL-50	So	Greek	Ancient Greek Musical Notation	4.1	false	false	true	true	
1201	区块与文字系统多样性	𝈾	𝈾	U+1D23E	GREEK INSTRUMENTAL NOTATION SYMBOL-51	So	Greek	Ancient Greek Musical Notation	4.1	false	false	true	true	
1202	区块与文字系统多样性	𝈿	𝈿	U+1D23F	GREEK INSTRUMENTAL NOTATION SYMBOL-52	So	Greek	Ancient Greek Musical Notation	4.1	false	false	true	true	
1203	区块与文字系统多样性	𝉀	𝉀	U+1D240	GREEK INSTRUMENTAL NOTATION SYMBOL-53	So	Greek	Ancient Greek Musical Notation	4.1	false	false	true	true	
1204	区块与文字系统多样性	𝉁	𝉁	U+1D241	GREEK INSTRUMENTAL NOTATION SYMBOL-54	So	Greek	Ancient Greek Musical Notation	4.1	false	false	true	true	
1205	形态词命中	֍	֍	U+058D	RIGHT-FACING ARMENIAN ETERNITY SIGN	So	Armenian	Armenian	7.0	false	false	true	true	方向
1206	形态词命中	֎	֎	U+058E	LEFT-FACING ARMENIAN ETERNITY SIGN	So	Armenian	Armenian	7.0	false	false	true	true	方向
1207	形态词命中	۞	۞	U+06DE	ARABIC START OF RUB EL HIZB	So	Arabic	Arabic	1.1	false	false	true	true	星芒
1208	形态词命中	⺆	⺆	U+2E86	CJK RADICAL BOX	So	Han	CJK Radicals Supplement	3.0	false	false	true	true	方
1209	形态词命中	⺖	⺖	U+2E96	CJK RADICAL HEART ONE	So	Han	CJK Radicals Supplement	3.0	false	false	true	true	曲线
1210	形态词命中	⺗	⺗	U+2E97	CJK RADICAL HEART TWO	So	Han	CJK Radicals Supplement	3.0	false	false	true	true	曲线
1211	形态词命中	⺜	⺜	U+2E9C	CJK RADICAL SUN	So	Han	CJK Radicals Supplement	3.0	false	false	true	true	星芒
1212	形态词命中	⺝	⺝	U+2E9D	CJK RADICAL MOON	So	Han	CJK Radicals Supplement	3.0	false	false	true	true	曲线
1213	形态词命中	⻃	⻃	U+2EC3	CJK RADICAL WEST ONE	So	Han	CJK Radicals Supplement	3.0	false	false	true	true	方向
1214	形态词命中	⻄	⻄	U+2EC4	CJK RADICAL WEST TWO	So	Han	CJK Radicals Supplement	3.0	false	false	true	true	方向
1215	形态词命中	⼁	⼁	U+2F01	KANGXI RADICAL LINE	So	Han	Kangxi Radicals	3.0	false	false	true	true	线
1216	形态词命中	⼂	⼂	U+2F02	KANGXI RADICAL DOT	So	Han	Kangxi Radicals	3.0	false	false	true	true	点
1217	形态词命中	⼅	⼅	U+2F05	KANGXI RADICAL HOOK	So	Han	Kangxi Radicals	3.0	false	false	true	true	曲线
1218	形态词命中	⼐	⼐	U+2F10	KANGXI RADICAL OPEN BOX	So	Han	Kangxi Radicals	3.0	false	false	true	true	方
1219	形态词命中	⼼	⼼	U+2F3C	KANGXI RADICAL HEART	So	Han	Kangxi Radicals	3.0	false	false	true	true	曲线
1220	形态词命中	⽅	⽅	U+2F45	KANGXI RADICAL SQUARE	So	Han	Kangxi Radicals	3.0	false	false	true	true	方
1221	形态词命中	⽇	⽇	U+2F47	KANGXI RADICAL SUN	So	Han	Kangxi Radicals	3.0	false	false	true	true	星芒
1222	形态词命中	⽉	⽉	U+2F49	KANGXI RADICAL MOON	So	Han	Kangxi Radicals	3.0	false	false	true	true	曲线
1223	形态词命中	⽘	⽘	U+2F58	KANGXI RADICAL DOUBLE X	So	Han	Kangxi Radicals	3.0	false	false	true	true	对称
1224	形态词命中	⽮	⽮	U+2F6E	KANGXI RADICAL ARROW	So	Han	Kangxi Radicals	3.0	false	false	true	true	方向
1225	形态词命中	⾑	⾑	U+2F91	KANGXI RADICAL WEST	So	Han	Kangxi Radicals	3.0	false	false	true	true	方向
1226	形态词命中	㌀	㌀	U+3300	SQUARE APAATO	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1227	形态词命中	㌁	㌁	U+3301	SQUARE ARUHUA	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1228	形态词命中	㌂	㌂	U+3302	SQUARE ANPEA	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1229	形态词命中	㌃	㌃	U+3303	SQUARE AARU	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1230	形态词命中	㌄	㌄	U+3304	SQUARE ININGU	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1231	形态词命中	㌅	㌅	U+3305	SQUARE INTI	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1232	形态词命中	㌆	㌆	U+3306	SQUARE UON	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1233	形态词命中	㌇	㌇	U+3307	SQUARE ESUKUUDO	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1234	形态词命中	㌈	㌈	U+3308	SQUARE EEKAA	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1235	形态词命中	㌉	㌉	U+3309	SQUARE ONSU	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1236	形态词命中	㌊	㌊	U+330A	SQUARE OOMU	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1237	形态词命中	㌋	㌋	U+330B	SQUARE KAIRI	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1238	形态词命中	㌌	㌌	U+330C	SQUARE KARATTO	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1239	形态词命中	㌍	㌍	U+330D	SQUARE KARORII	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1240	形态词命中	㌎	㌎	U+330E	SQUARE GARON	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1241	形态词命中	㌏	㌏	U+330F	SQUARE GANMA	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1242	形态词命中	㌐	㌐	U+3310	SQUARE GIGA	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1243	形态词命中	㌑	㌑	U+3311	SQUARE GINII	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1244	形态词命中	㌒	㌒	U+3312	SQUARE KYURII	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1245	形态词命中	㌓	㌓	U+3313	SQUARE GIRUDAA	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1246	形态词命中	㌔	㌔	U+3314	SQUARE KIRO	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1247	形态词命中	㌕	㌕	U+3315	SQUARE KIROGURAMU	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1248	形态词命中	㌖	㌖	U+3316	SQUARE KIROMEETORU	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1249	形态词命中	㌗	㌗	U+3317	SQUARE KIROWATTO	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1250	形态词命中	㌘	㌘	U+3318	SQUARE GURAMU	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1251	形态词命中	㌙	㌙	U+3319	SQUARE GURAMUTON	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1252	形态词命中	㌚	㌚	U+331A	SQUARE KURUZEIRO	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1253	形态词命中	㌛	㌛	U+331B	SQUARE KUROONE	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1254	形态词命中	㌜	㌜	U+331C	SQUARE KEESU	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1255	形态词命中	㌝	㌝	U+331D	SQUARE KORUNA	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1256	形态词命中	㌞	㌞	U+331E	SQUARE KOOPO	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1257	形态词命中	㌟	㌟	U+331F	SQUARE SAIKURU	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1258	形态词命中	㌠	㌠	U+3320	SQUARE SANTIIMU	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1259	形态词命中	㌢	㌢	U+3322	SQUARE SENTI	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1260	形态词命中	㌣	㌣	U+3323	SQUARE SENTO	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1261	形态词命中	㌤	㌤	U+3324	SQUARE DAASU	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1262	形态词命中	㌥	㌥	U+3325	SQUARE DESI	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1263	形态词命中	㌦	㌦	U+3326	SQUARE DORU	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1264	形态词命中	㌧	㌧	U+3327	SQUARE TON	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1265	形态词命中	㌨	㌨	U+3328	SQUARE NANO	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1266	形态词命中	㌩	㌩	U+3329	SQUARE NOTTO	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1267	形态词命中	㌪	㌪	U+332A	SQUARE HAITU	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1268	形态词命中	㌫	㌫	U+332B	SQUARE PAASENTO	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1269	形态词命中	㌬	㌬	U+332C	SQUARE PAATU	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1270	形态词命中	㌭	㌭	U+332D	SQUARE BAARERU	So	Katakana	CJK Compatibility	1.1	false	false	true	true	方
1271	形态词命中	꒢	꒢	U+A4A2	YI RADICAL ZUP	So	Yi	Yi Radicals	3.2	false	false	true	true	方向
1272	形态词命中	꒴	꒴	U+A4B4	YI RADICAL NZUP	So	Yi	Yi Radicals	3.2	false	false	true	true	方向
1273	形态词命中	𑿯	𑿯	U+11FEF	TAMIL STARTING FROM SIGN	So	Tamil	Tamil Supplement	12.0	false	false	true	true	星芒
1274	形态词命中	𞅏	𞅏	U+1E14F	NYIAKENG PUACHUE HMONG CIRCLED CA	So	Nyiakeng_Puachue_Hmong	Nyiakeng Puachue Hmong	12.0	false	false	true	true	圆
1275	形态词命中	܃	܃	U+0703	SYRIAC SUPRALINEAR COLON	Po	Syriac	Syriac	3.0	false	false	true	true	点,线,方向
1276	形态词命中	܉	܉	U+0709	SYRIAC SUBLINEAR COLON SKEWED RIGHT	Po	Syriac	Syriac	3.0	false	false	true	true	点,线,方向
1277	形态词命中	𑗌	𑗌	U+115CC	SIDDHAM SECTION MARK WITH RAYS AND DOTTED CRESCENTS	Po	Siddham	Siddham	8.0	false	false	true	true	点,星芒
1278	形态词命中	𑗎	𑗎	U+115CE	SIDDHAM SECTION MARK WITH RAYS AND DOTTED TRIPLE CRESCENTS	Po	Siddham	Siddham	8.0	false	false	true	true	点,星芒
1279	形态词命中	𑗐	𑗐	U+115D0	SIDDHAM SECTION MARK DOUBLE RING WITH RAYS	Po	Siddham	Siddham	8.0	false	false	true	true	圆,对称,星芒
1280	形态词命中	𑩅	𑩅	U+11A45	ZANABAZAR SQUARE INITIAL DOUBLE-LINED HEAD MARK	Po	Zanabazar_Square	Zanabazar Square	10.0	false	false	true	true	线,对称,方
1281	形态词命中	𑩆	𑩆	U+11A46	ZANABAZAR SQUARE CLOSING DOUBLE-LINED HEAD MARK	Po	Zanabazar_Square	Zanabazar Square	10.0	false	false	true	true	线,对称,方
1282	形态词命中	؆	؆	U+0606	ARABIC-INDIC CUBE ROOT	Sm	Arabic	Arabic	5.1	false	false	true	true	方
1283	形态词命中	؈	؈	U+0608	ARABIC RAY	Sm	Arabic	Arabic	5.1	false	false	true	true	星芒
1284	形态词命中	﮼	﮼	U+FBBC	ARABIC SYMBOL DOUBLE VERTICAL BAR BELOW	Sk	Arabic	Arabic Presentation Forms-A	6.0	false	false	true	true	线,对称
1285	形态词命中	٭	٭	U+066D	ARABIC FIVE POINTED STAR	Po	Arabic	Arabic	1.1	false	false	true	true	点,星芒
1286	形态词命中	܁	܁	U+0701	SYRIAC SUPRALINEAR FULL STOP	Po	Syriac	Syriac	3.0	false	false	true	true	线,方向
1287	形态词命中	܄	܄	U+0704	SYRIAC SUBLINEAR COLON	Po	Syriac	Syriac	3.0	false	false	true	true	点,线
1288	形态词命中	܆	܆	U+0706	SYRIAC COLON SKEWED LEFT	Po	Syriac	Syriac	3.0	false	false	true	true	点,方向
1289	形态词命中	܇	܇	U+0707	SYRIAC COLON SKEWED RIGHT	Po	Syriac	Syriac	3.0	false	false	true	true	点,方向
1290	形态词命中	፦	፦	U+1366	ETHIOPIC PREFACE COLON	Po	Ethiopic	Ethiopic	3.0	false	false	true	true	点
1291	形态词命中	𐫲	𐫲	U+10AF2	MANICHAEAN PUNCTUATION DOUBLE DOT WITHIN DOT	Po	Manichaean	Manichaean	7.0	false	false	true	true	点,对称
1292	形态词命中	𐮛	𐮛	U+10B9B	PSALTER PAHLAVI FOUR DOTS WITH CROSS	Po	Psalter_Pahlavi	Psalter Pahlavi	7.0	false	false	true	true	点,对称
1293	形态词命中	𐽖	𐽖	U+10F56	SOGDIAN PUNCTUATION TWO VERTICAL BARS WITH DOTS	Po	Sogdian	Sogdian	11.0	false	false	true	true	点,线
1294	形态词命中	𐽗	𐽗	U+10F57	SOGDIAN PUNCTUATION CIRCLE WITH DOT	Po	Sogdian	Sogdian	11.0	false	false	true	true	圆,点
1295	形态词命中	𐽘	𐽘	U+10F58	SOGDIAN PUNCTUATION TWO CIRCLES WITH DOTS	Po	Sogdian	Sogdian	11.0	false	false	true	true	圆,点
1296	形态词命中	𐽙	𐽙	U+10F59	SOGDIAN PUNCTUATION HALF CIRCLE WITH DOT	Po	Sogdian	Sogdian	11.0	false	false	true	true	圆,点
1297	形态词命中	𑁊	𑁊	U+1104A	BRAHMI PUNCTUATION DOUBLE DOT	Po	Brahmi	Brahmi	6.0	false	false	true	true	点,对称
1298	形态词命中	𑗋	𑗋	U+115CB	SIDDHAM SECTION MARK WITH TRIDENT AND DOTTED CRESCENTS	Po	Siddham	Siddham	8.0	false	false	true	true	点
1299	形态词命中	𑗏	𑗏	U+115CF	SIDDHAM SECTION MARK DOUBLE RING	Po	Siddham	Siddham	8.0	false	false	true	true	圆,对称
1300	形态词命中	𑗓	𑗓	U+115D3	SIDDHAM SECTION MARK WITH QUADRUPLE CRESCENTS	Po	Siddham	Siddham	8.0	false	false	true	true	方向,对称
1301	形态词命中	𑗕	𑗕	U+115D5	SIDDHAM SECTION MARK WITH CIRCLES AND RAYS	Po	Siddham	Siddham	8.0	false	false	true	true	圆,星芒
1302	形态词命中	𑩃	𑩃	U+11A43	ZANABAZAR SQUARE MARK DOUBLE SHAD	Po	Zanabazar_Square	Zanabazar Square	10.0	false	false	true	true	对称,方
1303	形态词命中	𑪞	𑪞	U+11A9E	SOYOMBO HEAD MARK WITH MOON AND SUN AND TRIPLE FLAME	Po	Soyombo	Soyombo	10.0	false	false	true	true	星芒,曲线
1304	形态词命中	𑪟	𑪟	U+11A9F	SOYOMBO HEAD MARK WITH MOON AND SUN AND FLAME	Po	Soyombo	Soyombo	10.0	false	false	true	true	星芒,曲线
1305	形态词命中	𑪠	𑪠	U+11AA0	SOYOMBO HEAD MARK WITH MOON AND SUN	Po	Soyombo	Soyombo	10.0	false	false	true	true	星芒,曲线
1306	形态词命中	𑽊	𑽊	U+11F4A	KAWI PUNCTUATION DOUBLE DOT	Po	Kawi	Kawi	15.0	false	false	true	true	点,对称
1307	形态词命中	𒑴	𒑴	U+12474	CUNEIFORM PUNCTUATION SIGN DIAGONAL QUADCOLON	Po	Cuneiform	Cuneiform Numbers and Punctuation	7.0	false	false	true	true	点,对称
1308	形态词命中	﮲	﮲	U+FBB2	ARABIC SYMBOL DOT ABOVE	Sk	Arabic	Arabic Presentation Forms-A	6.0	false	false	true	true	点
1309	形态词命中	﮳	﮳	U+FBB3	ARABIC SYMBOL DOT BELOW	Sk	Arabic	Arabic Presentation Forms-A	6.0	false	false	true	true	点
1310	形态词命中	﮴	﮴	U+FBB4	ARABIC SYMBOL TWO DOTS ABOVE	Sk	Arabic	Arabic Presentation Forms-A	6.0	false	false	true	true	点
1311	形态词命中	﮵	﮵	U+FBB5	ARABIC SYMBOL TWO DOTS BELOW	Sk	Arabic	Arabic Presentation Forms-A	6.0	false	false	true	true	点
1312	形态词命中	﮶	﮶	U+FBB6	ARABIC SYMBOL THREE DOTS ABOVE	Sk	Arabic	Arabic Presentation Forms-A	6.0	false	false	true	true	点
1313	形态词命中	﮷	﮷	U+FBB7	ARABIC SYMBOL THREE DOTS BELOW	Sk	Arabic	Arabic Presentation Forms-A	6.0	false	false	true	true	点
1314	形态词命中	﮺	﮺	U+FBBA	ARABIC SYMBOL FOUR DOTS ABOVE	Sk	Arabic	Arabic Presentation Forms-A	6.0	false	false	true	true	点
1315	形态词命中	﮻	﮻	U+FBBB	ARABIC SYMBOL FOUR DOTS BELOW	Sk	Arabic	Arabic Presentation Forms-A	6.0	false	false	true	true	点
1316	形态词命中	﮽	﮽	U+FBBD	ARABIC SYMBOL TWO DOTS VERTICALLY ABOVE	Sk	Arabic	Arabic Presentation Forms-A	6.0	false	false	true	true	点
1317	形态词命中	﮾	﮾	U+FBBE	ARABIC SYMBOL TWO DOTS VERTICALLY BELOW	Sk	Arabic	Arabic Presentation Forms-A	6.0	false	false	true	true	点
1318	形态词命中	﮿	﮿	U+FBBF	ARABIC SYMBOL RING	Sk	Arabic	Arabic Presentation Forms-A	6.0	false	false	true	true	圆
1319	区块与文字系统多样性	⺘	⺘	U+2E98	CJK RADICAL HAND	So	Han	CJK Radicals Supplement	3.0	false	false	true	true	
1320	区块与文字系统多样性	⺫	⺫	U+2EAB	CJK RADICAL EYE	So	Han	CJK Radicals Supplement	3.0	false	false	true	true	
1321	区块与文字系统多样性	⼶	⼶	U+2F36	KANGXI RADICAL TWO HANDS	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1322	区块与文字系统多样性	⼿	⼿	U+2F3F	KANGXI RADICAL HAND	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1323	区块与文字系统多样性	⽬	⽬	U+2F6C	KANGXI RADICAL EYE	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1324	区块与文字系统多样性	⾯	⾯	U+2FAF	KANGXI RADICAL FACE	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1325	形态词命中	৲	৲	U+09F2	BENGALI RUPEE MARK	Sc	Bengali	Bengali	1.1	false	false	true	true	方向
1326	形态词命中	৳	৳	U+09F3	BENGALI RUPEE SIGN	Sc	Bengali	Bengali	1.1	false	false	true	true	方向
1327	形态词命中	૱	૱	U+0AF1	GUJARATI RUPEE SIGN	Sc	Gujarati	Gujarati	4.0	false	false	true	true	方向
1328	形态词命中	௹	௹	U+0BF9	TAMIL RUPEE SIGN	Sc	Tamil	Tamil	4.0	false	false	true	true	方向
1329	形态词命中	ʄ	ʄ	U+0284	LATIN SMALL LETTER DOTLESS J WITH STROKE AND HOOK	Ll	Latin	IPA Extensions	1.1	false	false	true	true	点,线,曲线
1330	形态词命中	ꭘ	ꭘ	U+AB58	LATIN SMALL LETTER X WITH LONG LEFT LEG AND LOW RIGHT RING	Ll	Latin	Latin Extended-E	7.0	false	false	true	true	圆,方向
1331	形态词命中	𝼌	𝼌	U+1DF0C	LATIN SMALL LETTER ESH WITH DOUBLE BAR AND CURL	Ll	Latin	Latin Extended-G	14.0	false	false	true	true	线,对称,曲线
1332	形态词命中	ݒ	ݒ	U+0752	ARABIC LETTER BEH WITH THREE DOTS POINTING UPWARDS BELOW	Lo	Arabic	Arabic Supplement	4.1	false	false	true	true	点,方向
1333	形态词命中	ݓ	ݓ	U+0753	ARABIC LETTER BEH WITH THREE DOTS POINTING UPWARDS BELOW AND TWO DOTS ABOVE	Lo	Arabic	Arabic Supplement	4.1	false	false	true	true	点,方向
1334	形态词命中	ݘ	ݘ	U+0758	ARABIC LETTER HAH WITH THREE DOTS POINTING UPWARDS BELOW	Lo	Arabic	Arabic Supplement	4.1	false	false	true	true	点,方向
1335	形态词命中	ݞ	ݞ	U+075E	ARABIC LETTER AIN WITH THREE DOTS POINTING DOWNWARDS ABOVE	Lo	Arabic	Arabic Supplement	4.1	false	false	true	true	点,方向
1336	形态词命中	ݡ	ݡ	U+0761	ARABIC LETTER FEH WITH THREE DOTS POINTING UPWARDS BELOW	Lo	Arabic	Arabic Supplement	4.1	false	false	true	true	点,方向
1337	形态词命中	ݤ	ݤ	U+0764	ARABIC LETTER KEHEH WITH THREE DOTS POINTING UPWARDS BELOW	Lo	Arabic	Arabic Supplement	4.1	false	false	true	true	点,方向
1338	形态词命中	𛱷	𛱷	U+1BC77	DUPLOYAN AFFIX ATTACHED LEFT-TO-RIGHT SECANT	Lo	Duployan	Duployan	7.0	false	false	true	true	方向
1339	形态词命中	؞	؞	U+061E	ARABIC TRIPLE DOT PUNCTUATION MARK	Po	Arabic	Arabic	4.1	false	false	true	true	点
1340	形态词命中	܂	܂	U+0702	SYRIAC SUBLINEAR FULL STOP	Po	Syriac	Syriac	3.0	false	false	true	true	线
1341	形态词命中	܅	܅	U+0705	SYRIAC HORIZONTAL COLON	Po	Syriac	Syriac	3.0	false	false	true	true	点
1342	形态词命中	༌	༌	U+0F0C	TIBETAN MARK DELIMITER TSHEG BSTAR	Po	Tibetan	Tibetan	2.0	false	false	true	true	星芒
1343	形态词命中	፤	፤	U+1364	ETHIOPIC SEMICOLON	Po	Ethiopic	Ethiopic	3.0	false	false	true	true	点
1344	形态词命中	፥	፥	U+1365	ETHIOPIC COLON	Po	Ethiopic	Ethiopic	3.0	false	false	true	true	点
1345	形态词命中	៕	៕	U+17D5	KHMER SIGN BARIYOOSAN	Po	Khmer	Khmer	3.0	false	false	true	true	线
1346	形态词命中	᠄	᠄	U+1804	MONGOLIAN COLON	Po	Mongolian	Mongolian	3.0	false	false	true	true	点
1347	形态词命中	᭚	᭚	U+1B5A	BALINESE PANTI	Po	Balinese	Balinese	5.0	false	false	true	true	线
1348	形态词命中	᭛	᭛	U+1B5B	BALINESE PAMADA	Po	Balinese	Balinese	5.0	false	false	true	true	线
1349	形态词命中	᭜	᭜	U+1B5C	BALINESE WINDU	Po	Balinese	Balinese	5.0	false	false	true	true	线
1350	形态词命中	᭝	᭝	U+1B5D	BALINESE CARIK PAMUNGKAH	Po	Balinese	Balinese	5.0	false	false	true	true	线
1351	形态词命中	᭞	᭞	U+1B5E	BALINESE CARIK SIKI	Po	Balinese	Balinese	5.0	false	false	true	true	线
1352	形态词命中	᭟	᭟	U+1B5F	BALINESE CARIK PAREREN	Po	Balinese	Balinese	5.0	false	false	true	true	线
1353	形态词命中	᭠	᭠	U+1B60	BALINESE PAMENENG	Po	Balinese	Balinese	5.0	false	false	true	true	线
1354	形态词命中	᭽	᭽	U+1B7D	BALINESE PANTI LANTANG	Po	Balinese	Balinese	14.0	false	false	true	true	线
1355	形态词命中	᭾	᭾	U+1B7E	BALINESE PAMADA LANTANG	Po	Balinese	Balinese	14.0	false	false	true	true	线
1356	形态词命中	᰾	᰾	U+1C3E	LEPCHA PUNCTUATION TSHOOK CER-WA	Po	Lepcha	Lepcha	5.1	false	false	true	true	曲线
1357	形态词命中	᰿	᰿	U+1C3F	LEPCHA PUNCTUATION TSHOOK	Po	Lepcha	Lepcha	5.1	false	false	true	true	曲线
1358	形态词命中	᱿	᱿	U+1C7F	OL CHIKI PUNCTUATION DOUBLE MUCAAD	Po	Ol_Chiki	Ol Chiki	5.1	false	false	true	true	对称
1359	形态词命中	᳀	᳀	U+1CC0	SUNDANESE PUNCTUATION BINDU SURYA	Po	Sundanese	Sundanese Supplement	6.1	false	false	true	true	星芒
1360	形态词命中	᳁	᳁	U+1CC1	SUNDANESE PUNCTUATION BINDU PANGLONG	Po	Sundanese	Sundanese Supplement	6.1	false	false	true	true	星芒
1361	形态词命中	᳂	᳂	U+1CC2	SUNDANESE PUNCTUATION BINDU PURNAMA	Po	Sundanese	Sundanese Supplement	6.1	false	false	true	true	星芒
1362	形态词命中	᳃	᳃	U+1CC3	SUNDANESE PUNCTUATION BINDU CAKRA	Po	Sundanese	Sundanese Supplement	6.1	false	false	true	true	星芒
1363	形态词命中	᳄	᳄	U+1CC4	SUNDANESE PUNCTUATION BINDU LEU SATANGA	Po	Sundanese	Sundanese Supplement	6.1	false	false	true	true	星芒
1364	形态词命中	᳅	᳅	U+1CC5	SUNDANESE PUNCTUATION BINDU KA SATANGA	Po	Sundanese	Sundanese Supplement	6.1	false	false	true	true	星芒
1365	形态词命中	᳆	᳆	U+1CC6	SUNDANESE PUNCTUATION BINDU DA SATANGA	Po	Sundanese	Sundanese Supplement	6.1	false	false	true	true	星芒
